id,sentence,difficulty
7291,"Mais, quand d'un passé ancien rien ne subsiste, aprés la mort des êtres, après la destruction des choses, seules, plus frèles mais plus vivaces, plus immatérielles, plus persistantes, plus fidèles, l'odeur et la saveur restent encore longtemps, reste, des âmes, à se rappeler, à attendre, à espérer, sur la ruine de tout le comme à porter sans fléchir, sur leur gouttelette presque impalpable, l'édifice immense du souvenir.",C2
7292,"Vous l'école le rôle de voyez, a changé.",A2
7293,"Loire dernière, je suis allé au bord de la L'année pour les vacances.",A2
7294,Elle est ! grande,A1
7295,"Il y moi. a qui disent que c'est trop, mais pas en",B1
7296,"Les sénateurs élus au scrutin majoritaire, dont le siège devient vacant pour cause de même d'acceptation des fonctions de membre du Conseil constitutionnel ou de Défenseur des droits ou de prolongation au-delà du délai de six mois d'une mission temporaire confiée par le Gouvernement sont remplacés par les personnes élues en décès, temps qu'eux à cet effet.",C2
7297,"La naissance des Etats-nations, dont l'unité consolidation était étroitement liée à leur homogénéité linguistique, a également joué un rôle décisif dans la territoriale des langues adoptées comme nationales, et la marginalisation des autres.",C1
7298,"désir Marx, les Hommes qui font du travail une contrainte sont ceux qui produisent les objets du D'après des Hommes",C2
7299,"Je sais qu'elle est à seule souvent la maison, et que le soir il rentre très tard.",A2
7300,"C'est pratique, je veux dire, le moment de convalescence, vous portez un masque, donc de pas façon en règle générale ça ne se voit toute",B1
7301,Le réalisateur m'a expliqué qu'il avait l'acteur cherché longtemps idéal.,B1
7302,"Car sans incertitude nous serions cantonnés à une vie morne, dont la que ne serait teinte fresque de dégradés de gris, en absence complète de couleurs",C2
7303,"En 2003, les Français ont ainsi flambé 30 milliards d'euros, pour le plus du profit de l'industrie grand secteur et de l'État croupier, qui prélève sa dîme.",C2
7304,"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, les où moment pays neufs deviennent des polongements européens.",C2
7305,"Ces enfants s'étaient procuré quelques petites clefs, et quand la nuit était bien noire, ils essayaient d'ouvrir les cadenas de ces chaînes qui attachent les bateaux à quelque grosse pierre ou à quelque rivage. voisin du arbre",C1
7306,"Nous continuons de parler mes à la maison, car anglais parents ne veulent pas que je perde ma langue natale",A2
7307,"Des de et des seigneurs, le plaid sur l'épaule, chantaient tous ensemble une chanson paysans chasse ; puis il survint un capitaine qui invoquait l'ange du mal en levant au ciel ses deux bras ; un autre parut ; ils s'en allèrent, et les chasseurs reprirent.",C2
7308,L'ensemble comporte un également nombre de pièces réduit.,C1
7309,C'est qui un test pour les couples nouvellement formés ou aussi n'avaient jamais expérimenté la vie à deux.,B1
7310,demandé lui ai Je ce que nous devions faire.,A2
7311,au allons Nous restaurant.,A1
7312,"Si que ne mangez vous des légumes, ce restaurant n'est pas pour vous !",B1
7313,êtes Vous française.,A1
7314,"Il se vit pénétrant jusqu'au mousse. de la grande forêt, et découvrant une femme qui dormait parmi les branches, couchée sur un lit de coeur",B2
7315,jouant commencé ma journée en J'ai du piano.,A2
7316,"Si vous voulez venir avec moi, vous je montrerai votre table.",A2
7317,"Il le des outils pour existe repérer, précisent les promoteurs de la méthode.",B2
7318,"Le centre Anatole de est situé dans le centre-ville, à quelques pas France la mairie.",B1
7319,"Il est intéressant que noter de jusqu'en 1995, le Festival de Deauville n'était pas compétitif",A2
7320,je réunis l'arrivée ceux qui j'aime bien pour fêter tous de l'été.,A1
7321,L'hôtel avait une belle eu dont je n'ai pas piscine le temps de profiter.,B1
7322,"Une personne désappointée est une personne qui qu'elle pas obtenu ce n'a attendait, ce qu'elle espérait.",A2
7323,"l'aile, juchés sur le toit ou Certains, refusaient de descendre.",C1
7324,"Mais cette année, y ne savons pas si nous pourrons nous aller.",B1
7325,"Le verbe d'Adnane était médias vacciné contre les mots omniprésents de la langue de bois de l'époque, comme s'il avait des oreilles-passoires filtrant les mots des entièrement et des haut-parleurs plantés sur chaque quartier.",C2
7326,lunettes porte aussi des Il rouges,A1
7327,ça me de plaisir fait manger de bonnes choses.,A2
7328,Chaque hiver constitue une menace. nouvelle,B2
7329,"Il chant agréable de se promener pour observer les papillons, les abeilles et écouter le est des oiseaux.",A1
7330,"Un souffle de vent les dispersait, la pierre s'était de nouveau assombrie, mais, comme apprivoisés, ils revenaient ; elle recommençait imperceptiblement à blanchir et par un de ces crescendos continus comme ceux qui, en musique, à la fin d'une ouverture, mènent une seule note jusqu'au fortissimo suprême en la faisant passer rapidement par tous les degrés intermédiaires, je la voyais atteindre à cet or inaltérable et fixe des beaux jours, sur lequel l'ombre découpée de l'appui ouvragé détachait la balustrade se de en noir comme une végétation capricieuse, avec une ténuité dans la délinéation des moindres détails qui semblait trahir une conscience appliquée, une satisfaction d'artiste, et avec un tel relief, un tel velours dans le repos de ses masses sombres et heureuses qu'en vérité ces reflets larges et feuillus qui reposaient sur ce lac de soleil semblaient savoir qu'ils étaient des gages de calme et de bonheur.",C2
7331,"Des réseaux nationaux, puis internationaux, se des créés pour fournir des informations à leurs membres, préparer sont campagnes de sensibilisation, voire faire du lobbying.",C1
7332,"On eût dit qu'en faisant remarquer leurs ridicules, je trahissais une confidence qu'ils m'avaient faite ; on eût dit qu'en se montrant à mes yeux tels qu'ils la ils avaient obtenu de ma part étaient, promesse du silence : je n'avais point la conscience d'avoir accepté ce traité trop onéreux.",C2
7333,Vous ne risquerez pas de vous dans ennuyer un lieu aussi animé.,A2
7334,"Nous avons quinze d'acheter l'habitude pommes, ce sont elles qui les comptent et les mettent dans notre panier.",A2
7335,"Les motocyclettes peuvent se classer en différents types, chaque type ayant des caractéristiques différentes telles que la maniabilité, le poids ou la pilotage. de position",C1
7336,"Cette fois, c'est qui vous caricaturez !",A2
7337,"Sans son manteau et ses gants, seraient ils morts de froid.",B2
7338,"D'après des ordres venus de Vienne, le général autrichien de le marquis del Dongo avec une considération voisine du respect ; on se hâta reçut lui offrir une des premières places dans le gouvernement, et il l'accepta comme le paiement d'une dette.",C1
7339,"Selon les pronostics, 90 50 à de % des langues parlées aujourd'hui mourront au cours de ce siècle.",C1
7340,Je vais à l'école la pendant journée. Mon père s'appelle Alain.,A1
7341,"Car à la tentation minutieusement encouragée par les industriels du de s'ajoute la fascination même du jeu, dont la puissance secteur, séduction peut parfois faire perdre pied.",C2
7342,t'embrasse. Je,A2
7343,Il faisait toujours beau très et surtout très chaud,A2
7344,"D'autres supportent moins 26 cette promiscuité et ""commencent déjà à voir les murs se refermer sur eux"", note le quotidien américain, qui a recueilli le témoignage d'Hugo, bien ans.",C1
7345,Il prend les bus tous le soirs.,A2
7346,Après cette déclaration héroïque la comtesse ne voulut plus des chevaux ni dire la loge du comte N. Mais depuis quinze ans elle était accoutumée à la vie la plus élégante : elle eut à résoudre ce problème difficile ou pour mieux de impossible : vivre à Milan avec une pension de quinze cents francs.,C1
7347,Il y a eu beaucoup de monde et tout le spectateurs a bien aimé la Fête.,A2
7348,"Pour avoir plus d'informations, tu peux venir voir le 4B, de l'école tous les jours au bureau médecin au 4e étage.",A2
7349,"Il entendait dans toute cette vaste maison une rumeur confuse, ce bruissement des grands restaurants fait du bruit des vaisselles et des argenteries heurtées, du bruit des pas rapides des garçons laissent par le tapis des corridors, du bruit des portes un moment ouvertes et qui adouci 147 échapper le son des voix de tous ces étroits salons où sont enfermés des gens qui dînent.",C2
7350,chêvre Devenir,C1
7351,Certaines sapin ont pour tradition de déposer des biscuits et un verre de lait près du familles pour remercier le père noël.,B1
7352,fais te ne pas tuer.,B1
7353,"En obligent, moins de 1 travailleur sur 3, dérogations 1913, bénéficie réellement de ces vingt-quatre heures chômées.",C2
7354,"pas la tribu, on n'aime Dans les enfants sans père, on dit que ce sont les enfants des mauvais esprits.",B1
7355,"Même si je fast-food, suis pas fanatique de ne je ne vois pas pourquoi je ne mangerais pas de pizza et de hamburgers.",A2
7356,"cour la maison, il y a une Devant minuscule.",A2
7357,"Faits divers, faits divers, alors qu'on qu'on au printemps, faits divers alors est est au printemps - ""d'hiver""",C1
7358,Un ami lettre. écrit une m'a,A1
7359,"Puis, sortant mon mouton de son poche, il se plongea dans la contemplation de sa trésor.",B2
7360,"Ça vous débagoule des raisons, des accusations, fou syllogismes, des calomnies, des paroles à rendre des !",C2
7361,La prolifération de la culture sur brûlis a largement dégradé la forêt ivoirienne le que alors Gabon a plus à craindre de l'ouverture de son couvert forestier à l'exploitation industrielle du bois.,B2
7362,"Une fois Théo a tout fini, qu'il peut enfin aller jouer et s'amuser avant de dîner avec ses parents.",A2
7363,Elle doit de faite avec être l'eau.,B1
7364,"Elle rit, alla et que se sachant admirée, sentant vint, sa robe plaquait bien aux endroits nécessaires.",C1
7365,a y Il une armoire ?,A1
7366,"Pour dissuader ses lycéens de faire les Beaux-arts, l'École du cirque ou un diplôme coutume du spectacle, un proviseur avait d'arts de leur raconter cette histoire.",C1
7367,"En Amérique du Nord, LeeAnn Walters, une le au foyer, a été distinguée pour avoir créé un mouvement citoyen qui a permis de révéler la crise de l'eau contaminée de Flint dans femme Michigan",B1
7368,"Le jour de la Fête des mères, la tradition consiste le plus souvent à offrir aux petit cadeau un mamans, comme en France.",A2
7369,A aide le pacha vient en qui ?,A2
7370,Illusion changeante! laid qui est une opinion du Illusion du vrai jamais immuable!,B2
7371,Elle met son chapeau et elle va de l'épicerie à quartier.,A2
7372,"La lumière tombait si implacable du ciel devenu fixe que l'on aurait voulu se soustraire à son attention, et l'eau dormante ellemême, dont des insectes irritaient perpétuellement le sommeil, rêvant sans doute de quelque Maelstrôm imaginaire, sans le trouble où m'avait jeté la vue du flotteur de liège en semblant l'entraîner à toute vitesse sur les étendues silencieuses du ciel reflété ; presque vertical il paraissait prêt à plonger et déjà je me demandais, si, augmentait tenir compte du désir et de la crainte que j'avais de la connaître, je n'avais pas le devoir de faire prévenir Mlle Swann que le poisson mordait - quand il me fallut rejoindre en courant mon père et mon grand-père qui m'appelaient, étonnés que je ne les eusse pas suivis dans le petit chemin qui monte vers les champs et où ils s'étaient engagés.",C2
